Country,Year,Energyinst Consuption (tb/d),Energyinst Reserves (tmb),Energyinst Capacity (tb/d),Energyinst Production (tb/d),Energyinst Throughput (tb/d)
Portugal,1999.0,335.77784704109587,,290.99999999999994,,259.6024931506849
Qatar,1999.0,53.14754852226059,13.102799999999998,62.00000000000001,723.2700000000001,68.0786301369863
Republic of Congo,1999.0,,1.6999999999999997,,,
Republic of Congo ,1999.0,,,,266.266,
Romania,1999.0,190.46271232876717,1.2253000000000003,438.0,133.14246575342466,198.7132876712329
Russian Federation,1999.0,2567.796824562685,112.11202259999999,5536.0,6118.780054794522,3380.9775616438355
Saudi Arabia,1999.0,1565.523083964485,262.784,1808.0,8523.810351969547,1616.7369315068493
Singapore,1999.0,655.5823561643836,,689.9999999999999,,933.0
Slovakia,1999.0,73.2408219178082,,115.0,,109.02621917808219
Slovenia,1999.0,51.74394520547945,,,,
South Africa,1999.0,449.50753442002906,,476.0,,355.09331506849315
South Korea,1999.0,2155.6626692164386,,2316.1,,2390.9999999999995
South Sudan,1999.0,,,,0.0,
Spain,1999.0,1399.3461880689583,,1326.0,,1180.7525479452054
Sri Lanka,1999.0,65.9644874520548,,,,
Sudan,1999.0,,0.2621,,63.0,
Sweden,1999.0,390.1322191780821,,436.00000000000006,,402.0454794520548
Switzerland,1999.0,268.93180821917804,,132.0,,103.00000000000001
Syria,1999.0,,2.3,,578.829589041096,
Taiwan,1999.0,849.1710439498192,,732.0,,708.2799064189843
Thailand,1999.0,768.5176790870952,0.35846999999999996,898.5,122.80241369863012,728.662
Trinidad & Tobago,1999.0,35.2354794520548,0.82097,160.0,141.0,154.43205479452055
Tunisia,1999.0,,0.308,,90.17835616438357,
Turkey,1999.0,627.7024109589041,,713.0,,526.0
Turkmenistan,1999.0,58.43688587987894,0.546,251.02739726027397,142.64438356164388,113.66520547945207
US,1999.0,19425.229657534248,29.671,16512.0,7731.458,14803.999999999998
USSR,1999.0,0.0,,0.0,0.0,0.0
Ukraine,1999.0,264.7408767123287,,1083.0,,221.03062739726025
United Arab Emirates,1999.0,378.7792876712329,97.8,431.00000000000006,2413.8,248.47695890410958
United Kingdom,1999.0,1732.7771654794522,4.9875,1777.0,2949.5423561643834,1662.9058904109593
Uzbekistan,1999.0,132.75586301369864,0.594,232.0,190.87671232876713,147.06188949166912
Venezuela,1999.0,451.9484246575342,76.848,1231.0,3095.06,1048.64
Vietnam,1999.0,160.30586301369863,1.8,8.0,308.50904109589044,6.426301226223994
Western Africa,1999.0,393.900416535498,,,,
Yemen,1999.0,,1.85,,405.1254794520547,
Algeria,2000.0,190.39505464480877,11.314,434.00000000000006,1549.1312841530055,427.5432786885246
Angola,2000.0,,5.972,,746.0614754098362,
Argentina,2000.0,467.3584699453553,2.9737030132881475,625.0,848.3776772044624,521.7317759562841
Australia,2000.0,827.4374278948006,4.9437912446661,828.0,805.5982622453024,673.8793204260654
Austria,2000.0,249.3852459016393,,200.99999999999997,,167.16095040983612
Azerbaijan,2000.0,120.33524590163935,1.178,405.00000000000006,281.18497267759557,164.7447540983607
Bahrain,2000.0,,,260.0,,257.139344262295
Bangladesh,2000.0,67.9705737704918,,36.0,,29.40011037829152
Belarus,2000.0,156.9455737704918,,500.0,,270.93562568306015
Belgium,2000.0,615.8653213181523,,739.0,,679.7473497267761
Brazil,2000.0,1941.5319043204577,8.464487649293162,1849.361772527424,1276.2,1588.5552888777663
Brunei,2000.0,,1.2299999999999998,,193.00000000000003,
Bulgaria,2000.0,89.43911666203064,,119.99999999999999,,106.42519125683059
Canada,2000.0,2062.6669232966105,181.5036974565373,1860.5889161382688,2703.4019023673454,1722.8164204172708
Central America,2000.0,266.41907701662154,,,,
Chad,2000.0,,0.9000000000000001,,0.0,
Chile,2000.0,248.00809923895278,,200.99999999999997,,194.5053551912568
China,2000.0,4655.437481674766,15.1903,5908.449737665343,3256.8431693989073,4066.6078961748635
China Hong Kong SAR,2000.0,204.1387431693989,,,,
Colombia,2000.0,241.23511154501287,1.9719000000000002,323.0,686.9999999999999,290.84836
Croatia,2000.0,79.5514480874317,,,,
Curacao,2000.0,,,0.0,,0.0
Cyprus,2000.0,49.08308743169399,,,,
Czech Republic,2000.0,165.92376096266352,,200.0,,123.0
Denmark,2000.0,210.68480874316938,1.11329650166145,184.00000000000003,363.0,161.28002732240438
Eastern Africa,2000.0,261.79483388661856,,,,
Ecuador,2000.0,138.7756830601093,2.6681680247169197,177.0,403.0,160.782
Egypt,2000.0,552.6345901639343,3.6269,654.0,778.7390163934427,497.418606557377
Equatorial Guinea,2000.0,,0.7999999999999999,,118.0,
Estonia,2000.0,22.29868852459017,,,,
Finland,2000.0,217.77248633879782,,261.0,,213.95711237704919
France,2000.0,1992.4904197586432,,1984.0,,1706.2077049180327
Gabon,2000.0,,2.42,,276.0,
Germany,2000.0,2740.799675780644,,2262.0,,2139.0
Greece,2000.0,396.8126620733543,,412.0,,388.8905464480874
Guyana,2000.0,,,,0.0,
Hungary,2000.0,143.55554564877283,,221.0,,136.20581967213116
Iceland,2000.0,16.426065573770494,,,,
India,2000.0,2279.4677405035513,5.2899003,2219.0,725.5675409836066,2038.9999999999998
Indonesia,2000.0,1111.2650772910833,5.12,1070.6499999999999,1455.57301420765,986.9000000000001
Iran,2000.0,1347.4325761941568,99.53,1647.0,3850.4032941147534,1603.9960868429075
Iraq,2000.0,494.79229938394997,112.50000000000001,717.9999999999999,2613.0,513.1200273224043
Ireland,2000.0,169.14717135043117,,75.0,,64.00000000000001
Israel,2000.0,266.7529461741688,,270.0,,209.3255737704918
Italy,2000.0,1957.5677049180329,0.597951,2484.9999999999995,94.90515286885245,1752.3106010928964
Japan,2000.0,5690.681005854672,,5009.999999999999,,4145.0
Kazakhstan,2000.0,159.57767759562842,5.4,329.99999999999994,740.2079234972678,117.77467486338799
Kuwait,2000.0,228.21089071038253,96.5,745.0,2244.4225683060113,747.9203796386719
Latvia,2000.0,26.22986343362944,,,,
Libya,2000.0,,36.0,,1474.5902,
Lithuania,2000.0,48.64180327868852,,239.99999999999997,,95.69054644808743
Luxembourg,2000.0,48.194511538112096,,,,
Malaysia,2000.0,493.93994541428447,2.1255300000000004,572.0,723.6123629646733,451.8384372995924
Mexico,2000.0,2040.7115755175787,24.63128,1481.0499999999997,3455.945581967213,1251.89495390137
Middle Africa,2000.0,92.21479234157005,,,,
Morocco,2000.0,149.7043169398907,,154.0,,137.5075956284153
Netherlands,2000.0,844.7106177811752,,1277.0,,1173.5810655737705
Netherlands Antilles,2000.0,,,319.99999999999994,,222.163087431694
New Zealand,2000.0,130.45039855142474,,96.0,,98.15871262463183
Nigeria,2000.0,,29.0,319.99999999999994,2174.3544508196724,95.63046448087432
North Macedonia,2000.0,18.889915665798497,,,,
Norway,2000.0,197.87140327868852,11.366245077766402,305.00000000000006,3365.51790597425,285.30923497267764
Oman,2000.0,58.08537704918033,5.848,79.99999999999999,954.796994535519,78.26677595628415
Other Africa,2000.0,,0.6783200000000001,897.0,145.0812568306011,656.083303203658
Other Asia Pacific,2000.0,198.7255092114961,1.3076120000000002,143.0,196.24177574570115,87.12107207927237
Other CIS,2000.0,30.772759562841532,0.25,10.240986301369862,38.62418032786885,3.3931847298117797
Other Caribbean,2000.0,754.8404054510204,,,,
Other Europe,2000.0,,2.0711899375155003,547.0,419.5252515027322,188.11663770647655
Other Europe ,2000.0,189.2854026065275,,,,
Other Middle East,2000.0,576.0017957103825,0.15287000000000003,495.9999999999999,48.12101092896175,406.51459016393443
Other Northern Africa,2000.0,317.6035432006003,,,,
Other S. & Cent. America,2000.0,,1.3274080000000001,1187.0,125.52049180327867,1019.1393418014394
Other South America,2000.0,131.70011540335926,,,,
Other Southern Africa,2000.0,33.26110632254098,,,,
Pakistan,2000.0,372.03868852459016,,134.0,,158.0
Peru,2000.0,152.8203825136612,0.90562,198.0,99.86122950819673,141.9336338797814
Philippines,2000.0,344.86338797814204,,398.0,,304.85590163934427
Poland,2000.0,426.18562463604667,,384.0,,379.0
Portugal,2000.0,329.09196691256824,,291.0,,232.65740437158473
Qatar,2000.0,50.204182370261584,16.8667,62.0,851.2690841300523,63.566721311475405
Republic of Congo,2000.0,,1.505913,,,
Republic of Congo ,2000.0,,,,265.0,
Romania,2000.0,197.03005464480873,1.1699000000000004,391.0,131.74158469945354,212.26959016393442
Russian Federation,2000.0,2540.0128974296313,112.11202259999999,5521.0,6582.837881147541,3481.2693442622945
Saudi Arabia,2000.0,1626.8642952418695,262.766,1798.0000000000002,9121.165332499999,1669.1972131147543
Singapore,2000.0,695.9995081967213,,1339.9999999999998,,880.0000000000001
Slovakia,2000.0,73.37322404371585,,119.99999999999999,,108.98868852459016
Slovenia,2000.0,49.30322404371585,,,,
South Africa,2000.0,455.50476694805053,,481.00000000000006,,366.7203005464481
South Korea,2000.0,2206.4202136174863,,2316.1,,2433.0000000000005
South Sudan,2000.0,,,,0.0,
Spain,2000.0,1415.5529533735228,,1330.0,,1143.4800000000002
Sri Lanka,2000.0,75.3851568852459,,,,
Sudan,2000.0,,0.2621,,179.1319043715847,
Sweden,2000.0,359.6543989071038,,454.00000000000006,,412.34254098360657
Switzerland,2000.0,260.2568306010929,,132.00000000000003,,93.0
Syria,2000.0,,2.325,,573.0000000000001,
Taiwan,2000.0,869.2237687935344,,732.0,,727.3791486261935
Thailand,2000.0,753.3185360720319,0.515,898.4999999999999,185.78139207650273,729.228
Trinidad & Tobago,2000.0,30.069229508196717,0.8510699999999998,159.99999999999997,138.21225409836066,161.09008743169397
Tunisia,2000.0,,0.42519999999999997,,76.9420218579235,
Turkey,2000.0,664.1412841530055,,713.0000000000001,,485.0
Turkmenistan,2000.0,104.88885854762476,0.546,251.02739726027397,146.14207650273224,111.77248633879782
US,2000.0,19593.518972677593,30.39,16568.0,7732.658644808743,15067.0
USSR,2000.0,0.0,,0.0,0.0,0.0
Ukraine,2000.0,249.1913114754098,,891.0,,182.13447814207646
United Arab Emirates,2000.0,375.571475409836,97.8,668.0000000000001,2598.8979999999992,314.99999999999994
United Kingdom,2000.0,1707.612859415847,4.725,1778.0,2709.815009836065,1639.8861741515213
Uzbekistan,2000.0,137.25502732240437,0.594,231.99999999999997,159.96475409836066,145.97915369304803
Venezuela,2000.0,494.4127595628415,76.848,1274.0,3111.6327625683057,1079.41
Vietnam,2000.0,173.5077527509544,1.95,8.000000000000002,337.52622950819676,7.6103824181634785
Western Africa,2000.0,390.66847162908834,,,,
Yemen,2000.0,,2.4,,436.50199999999995,
Algeria,2001.0,197.5535890410959,11.314,434.0,1534.2477260273974,446.3869589041096
Angola,2001.0,,6.5,,742.0150684931507,
Argentina,2001.0,445.65936986301364,2.878682842380805,613.0,921.3117023315377,523.4021643835616
Australia,2001.0,830.2263662258783,4.9563708661538,814.9999999999999,747.9749908924163,635.4407123287671
Austria,2001.0,265.0029863013699,,201.0,,177.79529515068492
Azerbaijan,2001.0,79.25186301369862,1.178,325.0,300.1553424657534,125.75468493150684
Bahrain,2001.0,,,259.99999999999994,,240.186301369863
Bangladesh,2001.0,81.37926027397259,,36.0,,29.018767123287674
Belarus,2001.0,151.99961643835616,,500.0,,268.01693150684935
Belgium,2001.0,625.8723759361683,,758.0,,643.7346575342466
Brazil,2001.0,1958.6019013283742,8.485199996072662,1849.3617725274241,1339.1000000000001,1645.4144905911603
Brunei,2001.0,,1.16,,202.99999999999997,
Bulgaria,2001.0,93.47994066797543,,120.0,,107.45980821917809
Canada,2001.0,2138.493663975942,180.94094808928506,1917.291559994076,2727.9581258047347,1771.8110808279291
Central America,2001.0,284.9261816161906,,,,
Chad,2001.0,,0.9000000000000001,,0.0,
Chile,2001.0,242.31397618785093,,201.0,,197.60876712328766
China,2001.0,4762.0982841755385,15.411500000000002,6166.336576594329,3310.147671232877,4098.1327123287665
China Hong Kong SAR,2001.0,242.33180821917813,,,,
Colombia,2001.0,240.29521402879305,1.8422,323.0,603.9999999999999,302.85885
Croatia,2001.0,80.82301369863013,,,,
Curacao,2001.0,,,0.0,,0.0
Cyprus,2001.0,49.483287671232866,,,,
Czech Republic,2001.0,176.20669251313174,,200.0,,127.0
Denmark,2001.0,202.82150684931506,1.3460194991838998,184.0,348.00000000000006,159.8140821917808
Eastern Africa,2001.0,282.7864920544266,,,,
Ecuador,2001.0,144.07386301369863,3.4229218181300554,177.00000000000003,409.99999999999994,157.538
Egypt,2001.0,529.5696712328767,3.668,769.9999999999999,758.4439041095892,578.6081095890412
Equatorial Guinea,2001.0,,1.11,,194.0,
Estonia,2001.0,25.913041095890406,,,,
Finland,2001.0,214.28983561643835,,261.0,,198.87609400000002
France,2001.0,1998.4543973345685,,1960.9999999999998,,1738.6559178082193
Gabon,2001.0,,2.4,,262.00000000000006,
Germany,2001.0,2779.654081118303,,2274.0,,2138.0
Greece,2001.0,403.69754541684495,,412.00000000000006,,383.409205479452
Guyana,2001.0,,,,0.0,
Hungary,2001.0,139.246929154383,,220.99999999999997,,137.40235616438358
Iceland,2001.0,15.418602739726026,,,,
India,2001.0,2301.8890076717803,5.513466,2261.0,729.6634520547946,2144.0000000000005
Indonesia,2001.0,1154.4684165789258,5.1,1070.65,1387.0397106849314,990.1
Iran,2001.0,1392.9447282070123,99.08,1647.0000000000002,3824.449999520548,1598.3792858486497
Iraq,2001.0,566.9819449547861,115.0,718.0,2522.0,482.53490410958904
Ireland,2001.0,181.76173326546447,,75.0,,68.0
Israel,2001.0,248.9607792744785,,270.0,,206.45766866299803
Italy,2001.0,1926.0769589041095,0.5676749999999999,2485.0000000000005,85.01512671232877,1752.5929589041093
Japan,2001.0,5528.512649385611,,4704.979499999999,,4107.0
Kazakhstan,2001.0,157.7063835616438,5.4,329.99999999999994,841.4902465753426,141.36256438356162
Kuwait,2001.0,232.34827534246577,96.5,886.0,2183.543698630137,664.6603013698631
Latvia,2001.0,30.504969551190932,,,,
Libya,2001.0,,36.0,,1427.7246000000002,
Lithuania,2001.0,53.37208219178082,,240.0,,133.08468493150687
Luxembourg,2001.0,51.26940116452598,,,,
Malaysia,2001.0,539.1485833386694,2.65221,559.0000000000001,703.7699952804285,493.1514380102309
Mexico,2001.0,2025.075732193555,23.66038,1481.05,3568.1278986301368,1245.3993780958904
Middle Africa,2001.0,96.21535938842241,,,,
Morocco,2001.0,151.6408493150685,,154.00000000000003,,140.81632876712328
Netherlands,2001.0,886.23074466235,,1277.9999999999998,,1179.7082739726027
Netherlands Antilles,2001.0,,,320.0,,243.1551780821918
New Zealand,2001.0,132.61822440704623,,101.0,,93.22697571402445
Nigeria,2001.0,,31.506,445.0,2157.497304109589,220.78361643835618
North Macedonia,2001.0,15.577951495392682,,,,
Norway,2001.0,211.71081320547944,11.596971133963201,307.0,3425.048234889753,267.61528767123286
Oman,2001.0,66.29979452054796,5.900000000000001,81.99999999999999,955.7775342465753,65.84950684931506
Other Africa,2001.0,,0.614638,944.0,136.242602739726,665.8267926481653
Other Asia Pacific,2001.0,211.7119647073491,1.2469996666666667,143.0,191.8701650140301,86.01348340410023
Other CIS,2001.0,32.055287671232875,0.25,10.240986301369864,38.872,3.1843215829528164
Other Caribbean,2001.0,790.8580627171565,,,,
Other Europe,2001.0,,1.9745878962277998,557.0,419.3834456712329,200.48052069158413
Other Europe ,2001.0,220.47280919506312,,,,
Other Middle East,2001.0,592.4880936986302,0.12929,496.0,47.117424657534244,420.4407671232877
Other Northern Africa,2001.0,317.55266567479373,,,,
Other S. & Cent. America,2001.0,,1.3706079999999998,1211.0,133.6087397260274,904.7233609430685
Other South America,2001.0,125.76660107910989,,,,
Other Southern Africa,2001.0,36.686819889315075,,,,
Pakistan,2001.0,366.32791780821924,,226.52712328767123,,180.56856550684932
Peru,2001.0,145.63627397260274,0.9793760000000001,198.00000000000003,97.78502191780821,160.6282191780822
Philippines,2001.0,343.63287671232877,,398.0,,289.3040547945206
Poland,2001.0,419.35634215850814,,386.00000000000006,,377.99999999999994
Portugal,2001.0,328.40506386301365,,306.0,,249.74213698630135
Qatar,2001.0,59.463639701898465,16.836100000000002,62.00000000000001,855.7909735324499,60.24657534246576
Republic of Congo,2001.0,,1.505913,,,
Republic of Congo ,2001.0,,,,248.0,
Romania,2001.0,210.98942465753422,1.154,461.00000000000006,130.8926301369863,231.04561643835618
Russian Federation,2001.0,2627.68885066661,111.295177,5480.999999999999,7105.859497260273,3584.370000000001
Saudi Arabia,2001.0,1745.9616688912215,262.69700000000006,1805.0,8935.030315576923,1661.8214520547947
Singapore,2001.0,748.6472876712328,,1365.0000000000002,,880.0
Slovakia,2001.0,66.71575381448825,,122.0,,110.29139726027397
Slovenia,2001.0,51.831726027397266,,,,
South Africa,2001.0,466.5963151242381,,486.00000000000006,,450.72471232876717
South Korea,2001.0,2213.9339960109583,,2316.1,,2354.9999999999995
South Sudan,2001.0,,,,0.0,
Spain,2001.0,1460.3008813437807,,1330.0000000000002,,1131.6114246575344
Sri Lanka,2001.0,73.60631304109589,,,,
Sudan,2001.0,,0.5629999999999998,,209.00812054794525,
Sweden,2001.0,366.27893150684935,,454.0,,405.0377260273973
Switzerland,2001.0,278.264,,132.0,,99.00000000000001
Syria,2001.0,,2.325,,613.0,
Taiwan,2001.0,919.0262296682424,,874.0,,761.4268082509653
Thailand,2001.0,753.3095957851922,0.5840000000000001,1063.5,205.598588630137,743.64
Trinidad & Tobago,2001.0,30.938301369863016,0.96007,160.0,134.05419452054792,153.3632
Tunisia,2001.0,,0.526,,70.55838356164384,
Turkey,2001.0,615.3528767123288,,713.0,,519.0
Turkmenistan,2001.0,86.58150184611556,0.546,251.02739726027397,155.90136986301368,108.68482191780824
US,2001.0,19534.487358904116,30.439,16755.0,7669.609219178081,15127.999999999998
USSR,2001.0,0.0,,0.0,0.0,0.0
Ukraine,2001.0,278.20542465753425,,891.0,,323.6064465753425
United Arab Emirates,2001.0,375.72986301369866,97.8,674.0,2540.7219999999998,552.9734020618557
United Kingdom,2001.0,1705.4038915068495,4.5375,1769.0,2513.5577526027396,1548.7367684136616
Uzbekistan,2001.0,135.55304109589042,0.594,232.0,153.53401369863013,140.11345680445842
Venezuela,2001.0,554.8254109589042,77.685,1274.0,3174.4310418504756,1060.03
Vietnam,2001.0,188.85517808219177,2.2,8.0,349.6619178082192,6.426301226223994
Western Africa,2001.0,407.4550293791927,,,,
Yemen,2001.0,,2.4,,452.87206575342464,
Algeria,2002.0,220.0222739726027,11.314,434.0,1653.0146849315067,434.29747945205486
Angola,2002.0,,8.9,,905.4410958904109,
Argentina,2002.0,423.0068219178082,2.8205083828109365,613.0,907.6218969759578,502.1953698630137
Australia,2002.0,840.2135092423813,4.57269241077895,829.0,748.8681550536451,669.7009315068493
Austria,2002.0,270.9874246575343,,201.0,,180.72948410958904
Azerbaijan,2002.0,72.9134794520548,7.0,325.0,307.0395890410959,127.06002739726028
Bahrain,2002.0,,,259.99999999999994,,248.74520547945207
Bangladesh,2002.0,73.73307169863013,,36.0,,26.849890410958903
Belarus,2002.0,161.72043835616438,,500.0,,306.19920273972605
Belgium,2002.0,625.3249846742708,,780.0,,673.4964657534247
Brazil,2002.0,1917.6846769929184,9.804286525651396,1853.544496672084,1497.6999999999998,1612.352488144172
Brunei,2002.0,,1.1,,210.0,
Bulgaria,2002.0,93.10635350559184,,120.0,,104.84912328767123
Canada,2002.0,2231.63800653117,180.40000549588171,1922.637899126349,2858.16410114571,1806.7424494927056
Central America,2002.0,288.4594040547945,,,,
Chad,2002.0,,0.9000000000000001,,0.0,
Chile,2002.0,246.26751897794122,,218.00000000000003,,193.93372602739726
China,2002.0,5144.317005910749,15.508700000000001,6877.710865334876,3351.0350136986303,4333.7811671232885
China Hong Kong SAR,2002.0,265.6541369863013,,,,
Colombia,2002.0,238.18580216481448,1.6317000000000002,324.0,578.0,289.20441999999997
Croatia,2002.0,84.60728767123285,,,,
Curacao,2002.0,,,0.0,,0.0
Cyprus,2002.0,49.081890410958906,,,,
Czech Republic,2002.0,171.0021859453566,,200.0,,127.0
Denmark,2002.0,196.18816438356166,1.27683158100155,188.99999999999997,371.00000000000006,155.05460273972602
Eastern Africa,2002.0,279.99748764335067,,,,
Ecuador,2002.0,143.2959178082192,3.7313389013024914,177.00000000000003,393.99999999999994,152.858
Egypt,2002.0,529.3118356164383,3.525,810.0000000000001,751.4211780821919,576.6199726027397
Equatorial Guinea,2002.0,,1.095,,230.00000000000003,
Estonia,2002.0,28.86668493150685,,,,
Finland,2002.0,217.24602739726032,,261.0,,222.735063260274
France,2002.0,1944.7079620607963,,1987.0000000000002,,1617.4598904109591
Gabon,2002.0,,2.37,,256.00000000000006,
Germany,2002.0,2685.3630651487497,,2286.0,,2145.0000000000005
Greece,2002.0,406.3413542982127,,412.00000000000006,,370.5967671232877
Guyana,2002.0,,,,0.0,
Hungary,2002.0,131.26780086360566,,164.99999999999997,,121.19602739726028
Iceland,2002.0,16.02268493150685,,,,
India,2002.0,2382.5111410958903,5.5763415,2303.0387064383563,753.2513972602741,2212.0132602739727
Indonesia,2002.0,1159.313582608168,4.72,1004.15,1289.4565243835618,980.7
Iran,2002.0,1409.5618283570186,130.69,1647.0000000000002,3616.9205478630142,1576.3775278666624
Iraq,2002.0,536.5642940819898,115.0,718.0,2116.0,559.8111780821919
Ireland,2002.0,177.77748609201092,,75.0,,64.0
Israel,2002.0,248.98793645569395,,270.0,,191.32731280935528
Italy,2002.0,1927.0747671232878,0.5540962140000001,2485.0000000000005,114.77271575342466,1736.6075342465754
Japan,2002.0,5449.273904505065,,4727.7795,,3985.930252110133
Kazakhstan,2002.0,156.76372602739727,5.4,329.99999999999994,992.5779999999999,149.81716712328767
Kuwait,2002.0,266.23573967671234,96.5,936.0,2026.551095890411,723.0724749287672
Latvia,2002.0,30.21207544655996,,,,
Libya,2002.0,,36.0,,1374.88047,
Lithuania,2002.0,52.28687671232877,,240.0,,131.69901369863013
Luxembourg,2002.0,52.13566478408526,,,,
Malaysia,2002.0,588.7139286449736,2.85285,524.0000000000001,741.3634144288279,473.43792355310296
Mexico,2002.0,1929.6089261082423,22.41904,1463.0,3592.648180821918,1285.8596325068493
Middle Africa,2002.0,102.34726883914743,,,,
Morocco,2002.0,157.45835616438356,,154.00000000000003,,127.32109589041097
Netherlands,2002.0,898.1611368625588,,1281.5,,1074.3370136986302
Netherlands Antilles,2002.0,,,320.0,,196.8456438356164
New Zealand,2002.0,136.7660481399717,,104.0,,97.8217467458497
Nigeria,2002.0,,34.349,400.0,1951.1108219178082,215.86347945205478
North Macedonia,2002.0,17.690612652295258,,,,
Norway,2002.0,210.86941452054796,10.4481682281686,315.99999999999994,3342.8654470841016,251.56961643835618
Oman,2002.0,75.96789589041096,5.706000000000001,85.0,897.3775342465752,83.9234794520548
Other Africa,2002.0,,0.569438,944.0,136.36390136986302,657.7341594492157
Other Asia Pacific,2002.0,213.34604072808736,1.11395,140.0,195.808629536182,89.35188561870628
Other CIS,2002.0,32.38621917808219,0.25,10.240986301369864,38.751999999999995,2.7097347640791476
Other Caribbean,2002.0,795.0518727981151,,,,
Other Europe,2002.0,,1.9751915402277997,546.0,433.9876159452055,210.36095919378155
Other Europe ,2002.0,236.79574927220145,,,,
Other Middle East,2002.0,608.1368135890411,0.12925999999999999,496.0,48.12917808219179,406.7447123287671
Other Northern Africa,2002.0,314.4073328767123,,,,
Other S. & Cent. America,2002.0,,1.6260000000000001,1240.0,149.1070547945206,817.5610768350857
Other South America,2002.0,124.75787052900206,,,,
Other Southern Africa,2002.0,35.41539863013699,,,,
Pakistan,2002.0,357.75106849315074,,226.52712328767123,,192.4308952876712
Peru,2002.0,144.82928293424658,0.9528910000000002,198.00000000000003,94.46694794520548,148.706301369863
Philippines,2002.0,329.1397260273972,,398.0,,249.84254794520547
Poland,2002.0,429.6000269245828,,482.0,,365.0
Portugal,2002.0,340.0720081917808,,306.0,,235.90550684931506
Qatar,2002.0,64.19840884725888,27.5956,136.99999999999997,801.6554637813408,117.452054794521
Republic of Congo,2002.0,,1.515,,,
Republic of Congo ,2002.0,,,,238.0,
Romania,2002.0,219.80843835616437,0.5081,421.0,127.86931506849317,242.21131506849312
Russian Federation,2002.0,2543.5475424657534,109.6772506,5389.000000000001,7754.790855616438,3716.5108219178082
Saudi Arabia,2002.0,1809.5553406507597,262.79,1809.0,8206.500315576923,1627.7821369863013
Singapore,2002.0,714.5626575342467,,1393.0000000000002,,824.9999999999999
Slovakia,2002.0,74.55313262411666,,122.0,,112.80167123287671
Slovenia,2002.0,50.34742465753425,,,,
South Africa,2002.0,478.31167411443346,,505.0,,464.27650269698944
South Korea,2002.0,2264.1739241387013,,2316.1,,2156.0
South Sudan,2002.0,,,,0.0,
Spain,2002.0,1488.098175801658,,1330.0000000000002,,1133.9610410958906
Sri Lanka,2002.0,78.44122383561644,,,,
Sudan,2002.0,,0.5629999999999998,,236.18449041095892,
Sweden,2002.0,370.0051780821918,,454.0,,386.4817808219178
Switzerland,2002.0,264.24369863013703,,132.0,,99.00000000000001
Syria,2002.0,,2.28,,677.0,
Taiwan,2002.0,923.3404392594146,,1159.0,,789.1440569426355
Thailand,2002.0,816.4509750486683,0.6919999999999998,1067.5,221.56253438356165,775.6949999999999
Trinidad & Tobago,2002.0,33.00107945205479,1.1250700000000002,160.0,154.2251287671233,150.49006575342466
Tunisia,2002.0,,0.5010000000000001,,73.44476712328768,
Turkey,2002.0,654.3076986301371,,713.0,,525.0
Turkmenistan,2002.0,101.61490376561758,0.546,251.02739726027397,165.26027397260273,124.50958904109591
US,2002.0,19625.009175342464,30.671000000000003,16756.999999999996,7624.338273972603,14947.0
USSR,2002.0,0.0,,0.0,0.0,0.0
Ukraine,2002.0,284.64810958904104,,859.0,,404.69833698630134
United Arab Emirates,2002.0,407.0702465753425,97.8,711.0,2366.2599999999998,591.1707216494846
United Kingdom,2002.0,1699.5844369863014,4.4625,1785.0000000000002,2499.754635890411,1584.4166996618815
Uzbekistan,2002.0,134.28394520547943,0.594,232.0,153.7261506849315,137.52285031096577
Venezuela,2002.0,586.7019726027397,77.30699999999999,1274.0,2975.0873521917806,931.0700000000002
Vietnam,2002.0,208.43753424657538,2.8120000000000003,8.0,352.9715068493151,6.426301226223994
Western Africa,2002.0,431.34878483730336,,,,
Yemen,2002.0,,2.855,,456.8481808219177,
Algeria,2003.0,228.9378082191781,11.800000000000002,434.0,1826.281424657534,439.75983561643835
Angola,2003.0,,8.801,,869.5630685,
Argentina,2003.0,432.42679452054796,2.67450929582469,615.0,912.9225876432623,524.5669315068493
Australia,2003.0,835.7070328402949,3.7494379519486554,755.9999999999999,654.8500842159901,668.1144585805397
Austria,2003.0,287.44320547945205,,201.0,,178.95891758904105
Azerbaijan,2003.0,84.43191780821918,7.0,325.0,307.9339726027397,126.13624657534245
Bahrain,2003.0,,,259.99999999999994,,254.5041095890411
Bangladesh,2003.0,75.60311043835615,,36.0,,31.267972602739725
Belarus,2003.0,164.43583561643834,,480.0,,316.77046849315076
Belgium,2003.0,656.5243258826243,,776.0,,727.7384657534247
Brazil,2003.0,1871.3359803052085,10.601589225352566,1915.3890608109891,1557.8,1602.8505658314082
Brunei,2003.0,,1.0499999999999998,,213.99999999999997,
Bulgaria,2003.0,100.16821455613228,,120.0,,101.154
Canada,2003.0,2301.7579860025594,179.90294691203823,1958.6156165811706,3003.470791979387,1835.2775803693742
Central America,2003.0,301.1574953164994,,,,
Chad,2003.0,,0.9000000000000001,,23.561643835616437,
Chile,2003.0,243.93935134479915,,238.0,,207.30526917401505
China,2003.0,5738.230040760636,15.4757,7322.456388403082,3405.638493150685,4788.397808219178
China Hong Kong SAR,2003.0,267.132794520548,,,,
Colombia,2003.0,237.44878088439057,1.5423999999999998,318.00000000000006,541.0000000000001,302.63403999999997
Croatia,2003.0,93.12876712328769,,,,
Curacao,2003.0,,,0.0,,0.0
